market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_order_place_duration,estimated_store_to_consumer_driving_duration
3.0,2015-02-07 19:26:17,2015-02-07 20:35:49,416,,4.0,11,3524,6,194,799,2.0,2.0,2.0,251,437.0
3.0,2015-01-23 23:02:04,2015-01-23 23:46:43,416,,4.0,1,249,1,249,249,3.0,3.0,4.0,251,758.0
3.0,2015-02-06 17:07:58,2015-02-06 18:50:37,416,,4.0,4,3134,4,237,1449,1.0,1.0,2.0,251,562.0
3.0,2015-01-26 18:21:47,2015-01-26 18:47:45,416,,4.0,3,3577,3,899,1449,1.0,1.0,1.0,251,394.0
2.0,2015-02-06 02:16:52,2015-02-06 03:14:28,874,italian,,4,3935,4,550,1295,65.0,42.0,55.0,251,560.0
,2015-01-23 02:15:48,2015-01-23 03:25:11,874,,3.0,2,2390,2,595,1295,53.0,45.0,67.0,251,678.0
6.0,2015-02-16 03:24:29,2015-02-16 04:16:57,5300,other,5.0,1,1661,1,907,866,,,,251,347.0
6.0,2015-02-16 01:00:31,2015-02-16 01:59:38,5300,other,5.0,2,1400,2,700,700,,,,251,637.0
6.0,2015-02-16 01:20:56,2015-02-16 02:24:35,5300,other,5.0,5,3150,5,200,850,,,,251,498.0
6.0,2015-02-15 00:22:52,2015-02-15 00:51:06,5300,other,5.0,2,1275,2,325,900,,,,251,890.0
6.0,2015-02-04 03:31:00,2015-02-04 04:30:25,5300,other,5.0,3,1500,3,325,850,,,,251,554.0
2.0,2015-02-10 01:33:06,2015-02-10 02:20:50,5300,dim-sum,1.0,5,1925,5,325,475,,,,251,889.0
6.0,2015-02-09 22:12:54,2015-02-09 22:41:18,5300,other,5.0,2,1325,2,325,700,,,,251,711.0
6.0,2015-02-15 23:12:57,2015-02-15 23:35:46,5300,other,5.0,6,2950,6,50,850,,,,251,340.0
6.0,2015-02-12 01:32:20,2015-02-12 02:37:18,5300,other,5.0,4,1425,4,200,475,,,,251,669.0
6.0,2015-02-16 00:36:10,2015-02-16 01:20:53,5300,other,5.0,3,1500,3,325,850,,,,251,371.0
6.0,2015-02-10 20:40:40,2015-02-10 21:39:54,5300,other,5.0,1,1100,1,800,800,,,,251,182.0
6.0,2015-02-05 02:38:21,2015-02-05 03:21:14,5300,other,5.0,2,950,2,325,475,,,,251,762.0
6.0,2015-02-09 02:32:48,2015-02-09 03:12:02,5300,other,5.0,2,1525,2,325,800,,,,251,179.0
6.0,2015-01-31 20:37:37,2015-01-31 21:15:06,5300,other,5.0,3,1125,3,325,475,,,,251,879.0
6.0,2015-02-12 03:42:52,2015-02-12 04:24:40,5300,other,5.0,4,1550,4,50,850,,,,251,1038.0
6.0,2015-02-16 01:11:31,2015-02-16 01:58:02,5300,other,5.0,6,1925,6,50,850,,,,251,752.0
6.0,2015-02-06 04:09:05,2015-02-06 04:49:33,5300,other,5.0,4,2100,4,50,850,,,,251,690.0
6.0,2015-02-14 02:29:00,2015-02-14 03:06:22,5300,other,5.0,2,3271,2,862,881,,,,251,530.0
6.0,2015-02-16 00:24:06,2015-02-16 01:13:50,5300,other,5.0,6,2775,6,50,900,,,,251,938.0
6.0,2015-01-27 21:46:08,2015-01-27 22:33:28,5300,other,5.0,1,1400,1,850,850,,,,251,873.0
6.0,2015-02-18 03:57:04,2015-02-18 04:35:17,5300,other,5.0,5,1600,4,50,850,,,,251,536.0
6.0,2015-02-16 04:01:57,2015-02-16 05:08:03,5300,other,5.0,15,5600,8,50,850,,,,251,219.0
6.0,2015-01-24 21:17:06,2015-01-24 21:52:39,5300,other,5.0,2,2200,2,800,800,,,,251,803.0
6.0,2015-02-06 18:41:48,2015-02-06 19:27:15,4370,breakfast,3.0,2,2120,2,610,1510,,,,251,579.0
6.0,2015-02-06 16:59:55,2015-02-06 17:29:02,4370,breakfast,3.0,2,2020,2,410,1610,,,,251,163.0
6.0,2015-02-12 04:22:32,2015-02-12 04:52:48,4370,breakfast,3.0,3,4930,3,1310,2210,,,,251,246.0
6.0,2015-02-16 20:00:13,2015-02-16 20:49:20,4370,breakfast,3.0,1,1510,1,1510,1510,,,,251,774.0
6.0,2015-02-08 20:48:03,2015-02-08 21:43:11,4370,breakfast,3.0,2,1955,2,360,1595,,,,251,260.0
6.0,2015-02-12 02:09:47,2015-02-12 02:42:36,4370,breakfast,3.0,2,1920,2,610,1310,,,,251,257.0
6.0,2015-02-16 19:12:36,2015-02-16 20:07:24,4370,breakfast,3.0,1,1510,1,1510,1510,,,,251,980.0
6.0,2015-02-07 19:25:53,2015-02-07 20:05:54,4370,breakfast,3.0,1,1501,1,1466,1543,,,,251,629.0
6.0,2015-02-02 02:40:57,2015-02-02 03:26:30,4370,breakfast,3.0,3,3750,3,550,2000,,,,251,163.0
6.0,2015-01-31 04:08:34,2015-01-31 05:01:45,4370,breakfast,3.0,3,2900,3,300,1400,,,,251,792.0
6.0,2015-02-11 17:33:08,2015-02-11 18:03:26,4370,breakfast,3.0,3,2880,3,560,1610,,,,251,535.0
6.0,2015-02-06 17:01:51,2015-02-06 17:51:20,4370,breakfast,3.0,1,1610,1,1610,1610,,,,251,769.0
6.0,2015-02-06 02:55:22,2015-02-06 03:29:40,4370,breakfast,3.0,3,3130,3,910,1210,,,,251,714.0
6.0,2015-01-23 04:39:55,2015-01-23 05:10:57,4370,breakfast,3.0,3,4100,3,1300,1400,,,,251,559.0
6.0,2015-02-11 04:37:41,2015-02-11 05:09:11,4370,breakfast,3.0,2,2620,2,1310,1310,,,,251,295.0
6.0,2015-02-15 01:35:11,2015-02-15 02:11:30,4370,breakfast,3.0,2,3420,2,1410,2010,,,,251,248.0
6.0,2015-02-08 03:45:42,2015-02-08 04:27:02,4370,breakfast,3.0,2,1920,2,610,1310,,,,251,730.0
6.0,2015-02-07 03:22:49,2015-02-07 03:45:33,4370,breakfast,3.0,1,1310,1,1310,1310,,,,251,79.0
6.0,2015-02-03 19:24:30,2015-02-03 19:54:23,4370,breakfast,3.0,2,2250,2,550,1700,,,,251,163.0
6.0,2015-02-04 17:42:41,2015-02-04 18:12:08,4370,breakfast,3.0,2,3570,2,1510,1610,,,,251,836.0
6.0,2015-02-06 18:45:43,2015-02-06 19:48:11,4370,breakfast,3.0,2,1995,2,585,1410,,,,251,714.0
6.0,2015-02-09 04:15:43,2015-02-09 04:46:07,4370,breakfast,3.0,3,2820,3,0,1310,,,,251,567.0
6.0,2015-02-01 21:42:42,2015-02-01 22:32:11,1454,cafe,4.0,4,1520,3,245,395,,,,251,291.0
6.0,2015-01-24 20:44:08,2015-01-24 21:30:25,1454,cafe,4.0,2,775,2,125,345,,,,251,364.0
6.0,2015-01-26 19:36:18,2015-01-26 20:29:34,1454,cafe,4.0,3,1150,3,125,375,,,,251,364.0
6.0,2015-02-10 16:53:27,2015-02-10 17:40:06,1454,cafe,4.0,1,275,1,175,175,,,,251,391.0
6.0,2015-02-14 03:03:24,2015-02-14 04:10:28,1454,cafe,4.0,2,920,2,325,395,,,,251,286.0
6.0,2015-02-12 20:45:04,2015-02-12 21:14:15,1454,cafe,4.0,3,1155,2,255,375,,,,251,222.0
6.0,2015-02-12 22:31:27,2015-02-12 23:04:35,1454,cafe,4.0,4,1739,3,379,488,,,,251,286.0
6.0,2015-02-09 18:42:41,2015-02-09 19:29:45,1454,cafe,4.0,12,4465,10,175,395,,,,251,222.0
,2015-02-09 02:07:46,2015-02-09 03:17:35,5336,japanese,,7,5075,3,500,925,35.0,27.0,27.0,446,476.0
6.0,2015-02-13 04:45:33,2015-02-13 05:25:57,4479,bubble-tea,1.0,8,2565,6,340,525,,,,446,610.0
6.0,2015-02-15 21:22:21,2015-02-15 21:55:16,4479,bubble-tea,1.0,3,1105,3,275,340,,,,446,781.0
6.0,2015-02-17 21:05:07,2015-02-17 21:50:24,4479,bubble-tea,1.0,1,399,1,399,399,,,,446,961.0
6.0,2015-01-28 01:32:34,2015-01-28 02:04:38,4479,bubble-tea,1.0,2,900,2,275,525,,,,446,597.0
6.0,2015-02-05 05:28:35,2015-02-05 06:15:19,4479,bubble-tea,1.0,1,375,1,451,412,,,,446,333.0
6.0,2015-02-01 22:03:23,2015-02-01 22:44:11,4479,bubble-tea,1.0,2,765,2,275,340,,,,446,473.0
6.0,2015-01-25 04:14:27,2015-01-25 04:48:08,4479,bubble-tea,1.0,5,2520,3,395,440,,,,446,222.0
6.0,2015-02-05 03:44:07,2015-02-05 05:19:51,4479,bubble-tea,1.0,2,780,2,340,340,,,,446,489.0
6.0,2015-02-15 21:47:17,2015-02-15 22:34:56,4479,bubble-tea,1.0,3,1280,3,340,395,,,,446,776.0
6.0,2015-02-04 00:42:28,2015-02-04 01:16:25,4479,bubble-tea,1.0,2,1190,1,395,395,,,,446,566.0
6.0,2015-02-02 23:13:56,2015-02-03 00:12:52,4479,bubble-tea,1.0,3,1305,3,340,525,,,,446,489.0
6.0,2015-01-29 04:40:00,2015-01-29 05:13:56,4479,bubble-tea,1.0,4,1890,4,275,525,,,,446,676.0
6.0,2015-02-05 04:06:01,2015-02-05 05:31:14,4479,bubble-tea,1.0,4,1746,4,399,399,,,,446,572.0
6.0,2015-01-23 01:36:48,2015-01-23 01:59:44,4479,bubble-tea,1.0,2,889,2,399,440,,,,446,310.0
6.0,2015-02-03 01:57:46,2015-02-03 02:51:21,4479,bubble-tea,1.0,1,390,1,340,340,,,,446,766.0
6.0,2015-02-07 22:46:59,2015-02-07 23:18:27,5186,catering,3.0,3,3375,3,375,1700,,,,251,869.0
6.0,2015-02-09 02:02:45,2015-02-09 02:31:20,5186,catering,3.0,4,4475,4,375,1600,,,,251,192.0
6.0,2015-01-22 03:40:23,2015-01-22 04:51:40,5186,catering,3.0,3,4500,3,1300,1600,,,,251,967.0
6.0,2015-02-07 04:19:16,2015-02-07 05:06:10,5186,catering,3.0,6,6800,6,300,1700,,,,251,765.0
6.0,2015-02-06 03:12:11,2015-02-06 03:45:55,5186,catering,3.0,1,1600,1,1600,1600,,,,251,266.0
6.0,2015-02-06 01:44:51,2015-02-06 02:28:36,5186,catering,3.0,1,1200,1,1200,1200,,,,251,455.0
3.0,2015-02-07 02:06:26,2015-02-07 02:41:32,5186,mexican,5.0,3,2900,3,300,1500,,,,251,539.0
6.0,2015-02-14 21:53:44,2015-02-14 22:36:37,5186,catering,3.0,2,2050,2,250,1800,,,,251,870.0
6.0,2015-02-08 20:07:28,2015-02-08 20:53:01,5186,catering,3.0,8,8100,5,375,2000,,,,251,833.0
6.0,2015-02-04 02:19:23,2015-02-04 03:20:22,5186,catering,3.0,6,7600,6,600,1800,,,,251,705.0
6.0,2015-02-12 02:04:20,2015-02-12 03:04:41,4059,pizza,3.0,4,10835,4,1895,3950,,,,251,221.0
6.0,2015-02-16 02:30:28,2015-02-16 03:31:43,4059,pizza,3.0,2,2785,2,365,2295,,,,251,481.0
6.0,2015-01-23 02:28:15,2015-01-23 03:37:54,4059,pizza,3.0,4,10215,3,2095,2995,,,,251,345.0
6.0,2015-02-02 02:00:49,2015-02-02 03:22:48,4059,pizza,3.0,2,2220,2,625,1595,,,,251,290.0
6.0,2015-02-08 02:10:15,2015-02-08 03:15:44,4059,pizza,3.0,2,3790,2,895,2895,,,,251,745.0
6.0,2015-02-11 05:12:06,2015-02-11 05:51:50,4059,pizza,3.0,3,6685,3,1595,2595,,,,251,559.0
6.0,2015-01-25 04:45:20,2015-01-25 05:19:20,4059,pizza,3.0,2,3765,2,895,1895,,,,251,610.0
6.0,2015-01-26 04:44:41,2015-01-26 05:42:41,4059,pizza,3.0,1,1295,1,1295,1295,,,,251,290.0
6.0,2015-02-15 02:49:23,2015-02-15 04:08:28,4059,pizza,3.0,4,4690,3,150,2295,,,,251,822.0
6.0,2015-02-15 03:52:26,2015-02-15 04:54:35,4059,pizza,3.0,1,1995,1,1995,1995,,,,251,476.0
6.0,2015-01-24 23:53:33,2015-01-25 00:26:24,4059,pizza,3.0,2,3275,2,150,1895,,,,251,470.0
6.0,2015-01-28 01:43:36,2015-01-28 02:32:39,4059,pizza,3.0,3,6085,3,1695,2295,,,,251,335.0
6.0,2015-02-15 23:29:31,2015-02-16 00:16:49,4059,pizza,3.0,1,1605,1,1295,1295,,,,251,932.0
6.0,2015-02-14 04:34:53,2015-02-14 05:18:22,4059,pizza,3.0,1,1095,1,895,895,,,,251,818.0
6.0,2015-01-25 05:05:39,2015-01-25 05:44:43,4059,pizza,3.0,2,1845,2,750,895,,,,251,825.0
6.0,2015-01-28 01:55:13,2015-01-28 03:13:28,4059,pizza,3.0,2,2260,2,365,1595,,,,251,516.0
,2015-02-05 18:28:39,2015-02-05 19:11:50,5888,fast,4.0,4,848,2,0,269,9.0,9.0,7.0,251,185.0
2.0,2015-01-31 22:34:57,2015-01-31 23:04:39,6805,,,2,2950,2,1075,1175,30.0,17.0,17.0,251,479.0
2.0,2015-02-15 01:57:11,2015-02-15 03:15:56,6805,,3.0,2,1625,2,450,1000,45.0,38.0,75.0,251,783.0
1.0,2015-02-01 05:27:25,2015-02-01 06:13:03,6455,,4.0,4,2550,4,325,950,9.0,6.0,7.0,251,717.0
1.0,2015-02-07 21:35:31,2015-02-07 22:26:59,6455,,4.0,7,3725,6,50,1075,7.0,6.0,9.0,251,116.0
1.0,2015-01-24 05:09:21,2015-01-24 05:46:36,6455,,4.0,2,1550,2,200,925,10.0,11.0,14.0,251,570.0
1.0,2015-02-09 02:49:33,2015-02-09 04:05:28,6455,,4.0,4,3075,4,450,1000,10.0,10.0,21.0,251,635.0
1.0,2015-02-02 03:17:49,2015-02-02 04:53:57,6455,,4.0,3,1750,3,425,650,12.0,13.0,20.0,251,517.0
1.0,2015-02-07 23:08:31,2015-02-08 00:49:32,6455,,4.0,3,2050,3,50,850,7.0,7.0,9.0,251,773.0
,2015-02-15 02:03:54,2015-02-15 02:55:03,6533,,,2,2037,2,903,1352,31.0,21.0,23.0,446,617.0
,2015-02-10 01:24:44,2015-02-10 02:09:23,2313,,4.0,1,1199,1,1199,1199,63.0,60.0,94.0,251,285.0
2.0,2015-01-21 20:35:26,2015-01-21 21:32:38,2313,,4.0,4,1214,4,119,500,48.0,50.0,72.0,251,269.0
3.0,2015-02-16 01:32:54,2015-02-16 02:11:41,2313,,1.0,2,1618,2,265,1199,114.0,101.0,159.0,251,334.0
4.0,2015-01-29 19:06:50,2015-01-29 20:06:42,4666,catering,3.0,2,1850,2,850,850,59.0,54.0,127.0,251,
6.0,2015-01-25 02:11:21,2015-01-25 02:51:18,5300,other,5.0,3,2050,3,325,850,,,,251,554.0
6.0,2015-01-26 21:13:38,2015-01-26 22:33:12,288,cafe,4.0,6,1450,6,195,350,,,,251,289.0
6.0,2015-02-04 02:54:00,2015-02-04 03:40:32,4151,vietnamese,1.0,5,4925,2,875,1150,,,,446,708.0
6.0,2015-02-01 03:33:48,2015-02-01 04:15:53,4151,vietnamese,1.0,2,1845,2,850,995,,,,446,321.0
6.0,2015-02-05 04:10:51,2015-02-05 05:29:40,4151,vietnamese,1.0,2,1900,2,950,950,,,,446,109.0
6.0,2015-02-18 02:38:28,2015-02-18 03:22:43,4151,vietnamese,1.0,4,3689,4,850,994,,,,446,336.0
6.0,2015-02-05 02:53:57,2015-02-05 04:02:54,4151,vietnamese,1.0,3,3419,3,875,1250,,,,446,490.0
6.0,2015-02-13 03:47:47,2015-02-13 04:09:52,4151,vietnamese,1.0,2,1700,2,850,850,,,,446,525.0
2.0,2015-02-04 21:20:30,2015-02-04 21:46:21,4151,american,3.0,3,3000,2,950,950,,,,446,646.0
6.0,2015-02-14 02:07:47,2015-02-14 02:46:59,4151,vietnamese,1.0,2,2039,2,895,994,,,,446,662.0
6.0,2015-02-01 22:22:37,2015-02-01 22:46:17,4151,vietnamese,1.0,2,1845,2,895,950,,,,446,222.0
6.0,2015-01-24 20:44:30,2015-01-24 21:38:26,4151,vietnamese,1.0,2,1845,2,895,950,,,,446,222.0
6.0,2015-02-03 03:49:07,2015-02-03 04:52:10,4151,vietnamese,1.0,5,4540,5,150,1695,,,,446,214.0
6.0,2015-02-08 17:38:50,2015-02-08 17:57:11,1454,cafe,4.0,2,600,2,125,345,,,,251,361.0
2.0,2015-02-04 19:56:06,2015-02-04 20:59:44,1454,pizza,3.0,3,880,3,175,325,,,,251,175.0
6.0,2015-02-09 01:53:45,2015-02-09 02:28:29,1454,cafe,4.0,1,375,1,275,275,,,,251,457.0
6.0,2015-02-17 21:54:18,2015-02-17 22:07:42,1454,cafe,4.0,3,1215,3,295,395,,,,251,204.0
6.0,2015-01-30 18:18:17,2015-01-30 19:06:27,1454,cafe,4.0,1,495,1,375,375,,,,251,629.0
6.0,2015-01-22 22:19:16,2015-01-22 22:43:21,1454,cafe,4.0,4,1580,4,295,375,,,,251,208.0
6.0,2015-02-10 17:10:12,2015-02-10 18:05:47,1454,cafe,4.0,1,275,1,175,175,,,,251,391.0
6.0,2015-02-10 20:49:47,2015-02-10 21:12:07,1454,cafe,4.0,4,1420,3,245,395,,,,251,288.0
6.0,2015-02-17 22:38:01,2015-02-17 23:12:06,1454,cafe,4.0,6,1820,4,175,395,,,,251,286.0
6.0,2015-02-08 00:27:29,2015-02-08 01:01:54,1454,cafe,4.0,2,505,2,175,195,,,,251,584.0
6.0,2015-01-28 17:26:30,2015-01-28 18:39:45,1454,cafe,4.0,2,775,2,125,345,,,,251,364.0
6.0,2015-01-25 18:51:54,2015-01-25 19:34:57,1454,cafe,4.0,2,775,2,125,345,,,,251,364.0
,2015-01-31 02:51:39,2015-01-31 04:02:41,3973,,1.0,6,9640,4,650,2515,112.0,101.0,201.0,446,488.0
1.0,2015-01-29 18:52:17,2015-01-29 19:33:40,1038,,4.0,1,625,1,625,625,0.0,0.0,0.0,251,514.0
6.0,2015-02-04 02:42:43,2015-02-04 03:24:44,6069,chinese,1.0,3,2520,3,595,950,,,,446,625.0
6.0,2015-02-09 01:56:11,2015-02-09 03:23:56,6069,chinese,1.0,4,4750,3,1000,1450,,,,446,738.0
6.0,2015-02-13 01:48:20,2015-02-13 02:38:25,6069,chinese,1.0,4,3850,4,725,1100,,,,446,419.0
6.0,2015-02-10 21:19:51,2015-02-10 22:04:24,6069,chinese,1.0,3,2675,3,750,1150,,,,446,918.0
6.0,2015-02-11 04:17:07,2015-02-11 04:49:26,6069,chinese,1.0,1,950,1,950,950,,,,446,627.0
6.0,2015-02-14 04:25:00,2015-02-14 05:11:52,6069,chinese,1.0,3,2425,3,650,975,,,,446,291.0
6.0,2015-01-25 03:02:59,2015-01-25 04:13:08,6069,chinese,4.0,7,6170,7,595,1150,,,,446,299.0
6.0,2015-02-09 20:34:37,2015-02-09 21:25:05,6069,mexican,1.0,3,2820,3,595,850,,,,446,380.0
6.0,2015-02-18 02:39:06,2015-02-18 03:21:25,6069,chinese,1.0,4,3600,4,725,1150,,,,446,348.0
6.0,2015-02-16 02:18:33,2015-02-16 03:38:02,6069,chinese,1.0,2,2150,2,1000,1150,,,,446,114.0
6.0,2015-02-13 03:22:47,2015-02-13 04:03:04,6069,chinese,1.0,4,3825,4,700,1400,,,,446,522.0
6.0,2015-02-15 04:16:51,2015-02-15 05:53:09,6069,chinese,4.0,3,3150,2,850,1150,,,,446,811.0
6.0,2015-02-08 01:58:00,2015-02-08 02:47:15,6069,chinese,1.0,2,1925,2,775,1150,,,,446,606.0
6.0,2015-02-13 04:01:58,2015-02-13 04:52:58,6069,chinese,1.0,5,4345,5,595,1000,,,,446,579.0
6.0,2015-01-22 19:30:35,2015-01-22 20:10:05,6069,chinese,1.0,3,3200,3,950,1150,,,,446,635.0
6.0,2015-02-08 04:06:05,2015-02-08 05:12:53,6069,chinese,1.0,3,2875,3,725,1150,,,,446,543.0
3.0,2015-01-28 03:28:05,2015-01-28 03:55:10,4522,,1.0,2,2200,2,1100,1100,6.0,3.0,3.0,446,222.0
3.0,2015-02-06 01:35:52,2015-02-06 03:24:24,4522,,1.0,3,3200,3,700,1500,5.0,5.0,6.0,446,507.0
3.0,2015-02-05 05:19:29,2015-02-05 07:40:28,4522,,1.0,2,3400,2,1500,1500,2.0,2.0,3.0,446,158.0
3.0,2015-02-01 02:50:54,2015-02-01 04:09:02,4522,,1.0,4,6500,4,1000,1900,9.0,8.0,6.0,446,802.0
3.0,2015-01-30 01:55:15,2015-01-30 02:53:03,4522,,1.0,3,3200,3,1000,1100,6.0,5.0,4.0,446,509.0
3.0,2015-02-07 03:42:55,2015-02-07 04:26:00,4522,,1.0,4,4600,3,600,1500,8.0,7.0,8.0,446,158.0
3.0,2015-02-01 02:34:44,2015-02-01 03:24:40,4522,,1.0,2,2400,2,1000,1400,8.0,8.0,7.0,446,621.0
3.0,2015-01-26 02:01:07,2015-01-26 02:27:34,3780,thai,2.0,1,1395,1,1395,1395,,,,446,442.0
5.0,2015-02-11 01:27:21,2015-02-11 01:56:47,757,,1.0,5,2385,4,150,795,22.0,12.0,14.0,446,502.0
5.0,2015-01-30 02:22:53,2015-01-30 03:10:51,757,,1.0,4,1945,4,150,800,19.0,13.0,19.0,446,674.0
5.0,2015-01-28 21:24:00,2015-01-28 21:45:27,757,,1.0,5,1975,5,200,725,12.0,10.0,11.0,446,113.0
5.0,2015-01-22 03:00:04,2015-01-22 03:50:47,757,,1.0,4,2335,4,150,795,18.0,11.0,19.0,446,640.0
6.0,2015-02-07 02:26:50,2015-02-07 03:16:00,5186,catering,3.0,3,2850,3,250,1500,,,,251,662.0
6.0,2015-02-08 04:26:09,2015-02-08 04:48:25,5186,catering,3.0,3,3575,3,375,1800,,,,251,231.0
6.0,2015-01-23 04:46:42,2015-01-23 05:08:08,5186,catering,3.0,2,1900,2,300,1600,,,,251,283.0
6.0,2015-01-27 02:22:26,2015-01-27 03:47:09,5186,catering,3.0,18,24300,14,600,2200,,,,251,716.0
6.0,2015-01-24 02:12:43,2015-01-24 02:53:13,5186,catering,3.0,4,4250,4,350,1300,,,,251,310.0
6.0,2015-02-06 20:44:03,2015-02-06 21:08:30,5186,catering,3.0,1,1952,1,1325,1476,,,,251,283.0
6.0,2015-02-03 03:14:26,2015-02-03 04:03:33,5186,catering,3.0,1,1400,1,1400,1400,,,,251,323.0
6.0,2015-02-13 03:42:01,2015-02-13 04:11:10,5186,catering,3.0,4,3958,3,306,1629,,,,251,134.0
6.0,2015-02-15 21:43:33,2015-02-15 22:10:45,5186,catering,3.0,2,1475,2,375,1100,,,,251,506.0
6.0,2015-02-02 00:13:46,2015-02-02 00:42:21,5186,catering,3.0,3,4200,3,1200,1600,,,,251,189.0
6.0,2015-02-16 02:29:35,2015-02-16 03:31:17,5186,catering,3.0,4,4575,4,375,1400,,,,251,322.0
6.0,2015-01-31 22:48:45,2015-01-31 23:55:10,5186,catering,3.0,6,7850,3,375,2000,,,,251,420.0
6.0,2015-02-15 21:56:08,2015-02-15 22:27:59,5186,catering,3.0,3,4300,3,1300,1600,,,,251,369.0
6.0,2015-02-12 20:48:14,2015-02-12 21:21:02,5186,catering,3.0,2,1875,2,375,1500,,,,251,688.0
6.0,2015-02-13 20:54:47,2015-02-13 21:38:44,5186,catering,3.0,2,1975,2,375,1600,,,,251,235.0
6.0,2015-02-09 03:42:01,2015-02-09 04:11:01,5186,catering,3.0,4,4750,4,250,1600,,,,251,345.0
3.0,2015-02-05 02:58:24,2015-02-05 04:14:36,5186,salad,1.0,4,5300,4,900,1600,,,,251,556.0
6.0,2015-02-04 04:12:34,2015-02-04 04:38:29,5186,catering,3.0,1,1400,1,1400,1400,,,,251,323.0
6.0,2015-02-16 02:16:01,2015-02-16 03:10:52,5186,catering,3.0,5,7400,4,1400,1600,,,,251,381.0
6.0,2015-02-17 01:54:16,2015-02-17 02:55:20,5186,catering,3.0,2,1900,2,300,1600,,,,251,282.0
6.0,2015-02-11 03:16:26,2015-02-11 03:53:45,5186,catering,3.0,2,2900,2,1400,1500,,,,251,252.0
6.0,2015-02-04 02:02:42,2015-02-04 02:48:24,5186,catering,3.0,2,2150,2,250,1900,,,,251,523.0
6.0,2015-02-16 02:41:39,2015-02-16 03:52:07,5186,catering,3.0,4,6100,4,1400,1600,,,,251,827.0
6.0,2015-02-14 01:41:38,2015-02-14 02:32:46,5186,catering,3.0,2,3600,2,1800,1800,,,,251,936.0
6.0,2015-02-02 01:24:22,2015-02-02 03:04:36,5186,catering,3.0,3,3450,3,250,1600,,,,251,739.0
6.0,2015-01-28 19:24:11,2015-01-28 20:23:48,5186,catering,3.0,1,1500,1,1300,1300,,,,251,283.0
6.0,2015-02-16 02:03:15,2015-02-16 02:38:57,5186,catering,3.0,5,4650,4,375,1400,,,,251,671.0
6.0,2015-02-17 03:23:52,2015-02-17 04:07:19,5186,catering,1.0,1,1400,1,1400,1400,,,,446,647.0
6.0,2015-02-05 03:14:36,2015-02-05 04:23:12,5186,catering,3.0,2,1600,2,300,1300,,,,251,802.0
,2015-02-09 03:06:14,2015-02-09 04:07:41,1970,breakfast,3.0,3,2640,3,675,895,55.0,59.0,99.0,251,496.0
6.0,2015-02-08 18:01:27,2015-02-08 18:36:35,2014,sandwich,1.0,3,1250,3,250,600,,,,446,860.0
6.0,2015-02-16 21:46:34,2015-02-16 22:35:34,2014,sandwich,1.0,1,800,1,800,800,,,,446,179.0
6.0,2015-02-08 19:07:56,2015-02-08 19:33:47,2014,sandwich,1.0,1,850,1,800,800,,,,446,419.0
6.0,2015-02-13 19:52:27,2015-02-13 20:24:28,2014,sandwich,1.0,1,800,1,800,800,,,,446,179.0
2.0,2015-02-17 03:19:54,2015-02-17 03:50:06,2313,,,1,1199,1,1199,1199,108.0,82.0,116.0,251,187.0
1.0,2015-02-08 20:15:37,2015-02-08 20:58:44,684,pizza,3.0,3,2357,3,499,1129,25.0,26.0,26.0,251,
1.0,2015-02-17 22:34:17,2015-02-17 23:11:57,3143,sushi,,1,1099,1,899,899,11.0,11.0,10.0,251,544.0
6.0,2015-01-25 03:48:44,2015-01-25 04:26:53,4151,vietnamese,4.0,3,3195,3,850,1350,,,,446,642.0
6.0,2015-01-30 04:00:31,2015-01-30 04:25:59,4151,vietnamese,1.0,3,2989,3,850,995,,,,446,699.0
6.0,2015-02-07 21:32:45,2015-02-07 22:12:01,4151,vietnamese,1.0,2,1745,2,795,950,,,,446,339.0
6.0,2015-02-01 02:24:14,2015-02-01 03:00:17,4151,vietnamese,1.0,3,2985,3,995,995,,,,446,493.0
3.0,2015-01-25 22:00:47,2015-01-25 22:30:21,5078,chinese,1.0,4,2965,4,203,1212,,,,446,482.0
3.0,2015-01-26 01:02:25,2015-01-26 01:33:46,5078,chinese,1.0,1,1249,1,949,949,,,,446,758.0
3.0,2015-02-13 03:52:53,2015-02-13 05:12:47,5078,chinese,1.0,2,1948,2,849,1099,,,,446,575.0
3.0,2015-02-04 23:15:06,2015-02-04 23:55:28,5078,chinese,1.0,6,3746,5,100,1499,,,,446,706.0
3.0,2015-02-01 04:20:49,2015-02-01 04:59:33,5078,chinese,1.0,5,4547,4,499,999,,,,446,702.0
3.0,2015-02-12 23:19:09,2015-02-13 00:14:28,5078,chinese,1.0,3,2298,3,150,1099,,,,446,727.0
3.0,2015-02-14 21:46:02,2015-02-14 22:30:06,5078,chinese,1.0,2,1348,2,399,949,,,,446,611.0
3.0,2015-02-10 21:41:49,2015-02-10 22:16:30,5078,chinese,1.0,1,1099,1,899,899,,,,446,571.0
3.0,2015-01-26 19:23:20,2015-01-26 20:13:36,5078,chinese,1.0,1,749,1,699,699,,,,446,610.0
,2015-02-08 18:33:39,2015-02-08 19:08:09,810,american,,2,1425,2,275,1150,12.0,11.0,13.0,251,757.0
